moviewidwrelease_datewproduction_budgetwdomestic_grossw"worldwide_gross"
Broken Horsesw62wSep 1, 2015w15000000.0w0.0w3471
Pandaemoniumw63wJun 29, 2001w15000000.0w0.0w0
Blinded by the Lightw64wAug 14, 2019w15000000.0w0.0w0
Groundhog Dayw65wFeb 12, 1993w14600000.0w70906973.0w70906973
Magic Mike XXLw66wJul 1, 2015w14500000.0w66013057.0w123660597
Romeo+Julietw67wNov 1, 1996w14500000.0w46338728.0w147542381
Elle s'appelait Sarahw68wJul 22, 2011w14500000.0w7691700.0w25480031
Freedomw69wJun 5, 2015w14500000.0w0.0w872757
Unforgivenw70wAug 7, 1992w14400000.0w101157447.0w159157447
Manderlayw71wJan 27, 2006w14200000.0w74205.0w543306
Pretty Womanw72wMar 23, 1990w14000000.0w178406268.0w432645872
Fatal Attractionw73wSep 18, 1987w14000000.0w156645693.0w320100000
Slumdog Millionairew74wNov 12, 2008w14000000.0w141330703.0w384530440
"Towering Inferno"w75wDec 17, 1974w14000000.0w116000000.0w139700000
Crocodile Dundee 2w76wMay 25, 1988w14000000.0w109306210.0w239606210
Born on the Fourth of Julyw77wDec 20, 1989w14000000.0w70001698.0w70001698
Cool Runningsw78wOct 1, 1993w14000000.0w68856263.0w155056263
Stomp the Yardw79wJan 12, 2007w14000000.0w61356221.0w75525718
My Bloody Valentinew80wJan 16, 2009w14000000.0w51545952.0w102836002
The Possessionw81wAug 31, 2012w14000000.0w49130588.0w82925064
First Bloodw82wOct 22, 1982w14000000.0w47212904.0w125212904
The Spy Who Loved Mew83wJul 13, 1977w14000000.0w46800000.0w185400000
Urban Legendw84wSep 25, 1998w14000000.0w38116707.0w72571864
Tapsw85wDec 9, 1981w14000000.0w35856053.0w35856053
Tyler Perry's Good Deedsw86wFeb 24, 2012w14000000.0w35025791.0w35579177
White Fangw87wJan 18, 1991w14000000.0w34729091.0w34729091
Dangerous Liaisonsw88wDec 21, 1988w14000000.0w34700000.0w34700000
Superstarw89wOct 8, 1999w14000000.0w30628981.0w30628981
The Iron Ladyw90wJan 13, 2012w14000000.0w29959436.0w115592104
Poetic Justicew91wJul 23, 1993w14000000.0w27450453.0w27450453
Jonah: A VeggieTales Moview92wOct 4, 2002w14000000.0w25571351.0w25608779
All About the Benjaminsw93wMar 8, 2002w14000000.0w25482931.0w25873145
Exorcist II: The Hereticw94wJun 17, 1977w14000000.0w25011000.0w25011000
Our Family Weddingw95wMar 12, 2010w14000000.0w20255281.0w21410546
Vampire in Brooklynw96wOct 27, 1995w14000000.0w19637147.0w19637147
An American Hauntingw97wMay 5, 2006w14000000.0w16298046.0w30443277
My Boss's Daughterw98wAug 22, 2003w14000000.0w15549702.0w15549702
"A Perfect Getaway"w99wAug 7, 2009w14000000.0w15515460.0w22815460
Thinnerw100wOct 25, 1996w14000000.0w15171475.0w15171475
Dead Man on Campusw1wAug 21, 1998w14000000.0w15064948.0w15064948
"Tea with Mussolini"w2wMay 14, 1999w14000000.0w14395874.0w14395874
"New York, New York"w3wJun 22, 1977w14000000.0w13800000.0w13800000
Jason Xw4wApr 26, 2002w14000000.0w13121555.0w16951798
Crooklynw5wMay 13, 1994w14000000.0w13024170.0w13024170
I Think I Love My Wifew6wMar 16, 2007w14000000.0w12559771.0w13205411
Hot Tub Time Machine 2w7wFeb 20, 2015w14000000.0w12314651.0w12826644
Bobbyw8wNov 17, 2006w14000000.0w11242801.0w20597806
Head Over Heelsw9wFeb 2, 2001w14000000.0w10397365.0w10397365
Fun Sizew10wOct 26, 2012w14000000.0w9409538.0w11166615
Lost and Foundw11wApr 23, 1999w14000000.0w6552255.0w6552255
Le Scaphandre et le Papillonw12wNov 30, 2007w14000000.0w5990075.0w22754472
Little Childrenw13wOct 6, 2006w14000000.0w5463019.0w14121177
Gossipw14wApr 21, 2000w14000000.0w5108820.0w12591270
A Walk on the Moonw15wMar 26, 1999w14000000.0w4741987.0w4741987
Suffragettew16wOct 23, 2015w14000000.0w4702420.0w34044909
Catch a Firew17wOct 27, 2006w14000000.0w4299773.0w5782198
Mr. Turnerw18wDec 19, 2014w14000000.0w3958546.0w25187026
Soul Survivorsw19wSep 7, 2001w14000000.0w3100650.0w4288246
Easy Virtuew20wMay 22, 2009w14000000.0w2656784.0w20537741
Jefferson in Parisw21wMar 31, 1995w14000000.0w2461628.0w2461628
Flippedw22wAug 6, 2010w14000000.0w1755212.0w4289993
Caravansw23wJan 1, 1978w14000000.0w1000000.0w1000000
Les herbes follesw24wJun 25, 2010w14000000.0w403952.0w1903952
Amenw25wJan 24, 2003w14000000.0w274299.0w274299
The Lucky Onesw26wSep 26, 2008w14000000.0w266967.0w266967
Margaretw27wSep 30, 2011w14000000.0w47185.0w623292
Reign of Assassinsw28wNov 1, 2016w14000000.0w0.0w11354230
Stan Helsing: A Parodyw29wOct 27, 2009w14000000.0w0.0w1553556
Brokeback Mountainw30wDec 9, 2005w13900000.0w83043761.0w176980863
Cluelessw31wJul 1, 1995w13700000.0w56598476.0w56598476
Ca$hw32wDec 31, 2008w13700000.0w0.0w11738256
Teenage Mutant Ninja Turtlesw33wMar 30, 1990w13500000.0w135265915.0w202000000
The Ten Commandmentsw34wOct 5, 1956w13500000.0w85400591.0w85434516
Far From Heavenw35wNov 8, 2002w13500000.0w15901849.0w29027914
Seven Psychopathsw36wOct 12, 2012w13500000.0w15024049.0w33035736
Quillsw37wNov 22, 2000w13500000.0w7060876.0w11732088
The Borderw38wJan 29, 1982w13500000.0w6118683.0w6118683
Der Untergangw39wFeb 18, 2005w13500000.0w5501940.0w93631744
The Caveman's Valentinew40wMar 2, 2001w13500000.0w687081.0w892506
The Last Godfatherw41wApr 1, 2011w13400000.0w164247.0w164247
Under the Skinw42wApr 4, 2014w13300000.0w2614251.0w7229933
Mar adentrow43wDec 17, 2004w13300000.0w2086345.0w39686345
No Good Deedw44wSep 12, 2014w13200000.0w52543632.0w54323210
Good Morning Vietnamw45wDec 23, 1987w13000000.0w123922370.0w123922370
"Black Swan"w46wDec 3, 2010w13000000.0w106954678.0w331266710
Save the Last Dancew47wJan 12, 2001w13000000.0w91038276.0w122244329
Justin Bieber: Never Say Neverw48wFeb 11, 2011w13000000.0w73013910.0w99034125
The First Purgew49wJul 4, 2018w13000000.0w69488745.0w136617305
Miracles from Heavenw50wMar 16, 2016w13000000.0w61705123.0w73798736
"Snow Day"w51wFeb 11, 2000w13000000.0w60008303.0w62452927
The Butterfly Effectw52wJan 23, 2004w13000000.0w57924679.0w95638592
The Godfather: Part IIw53wDec 11, 1974w13000000.0w57300000.0w57300000
"The Shallows"w54wJun 24, 2016w13000000.0w55121623.0w118763442
RoboCopw55wJul 17, 1987w13000000.0w53424681.0w53424681
A Nightmare on Elm Street 4: The Dream Masterw56wAug 19, 1988w13000000.0w49369899.0w49369899
This Christmasw57wNov 21, 2007w13000000.0w49121934.0w49733545
About Last Nightw58wFeb 14, 2014w13000000.0w48637684.0w50445860
Dude, Where's My Car?w59wDec 15, 2000w13000000.0w46729374.0w73180297
Young Gunsw60wAug 12, 1988w13000000.0w44726644.0w44726644
St. Vincentw61wOct 10, 2014w13000000.0w44137712.0w54837234
Earth to Echow62wJul 2, 2014w13000000.0w38934842.0w42174545
10 Things I Hate About Youw63wMar 31, 1999w13000000.0w38177966.0w60413950
"The New Guy"w64wMay 10, 2002w13000000.0w28972187.0w28972187
Loaded Weapon 1w65wFeb 5, 1993w13000000.0w27979399.0w27979399
Baby Geniusesw66wMar 12, 1999w13000000.0w27151490.0w27151490
The Big Hitw67wApr 24, 1998w13000000.0w27066941.0w27066941
Child's Play 2w68wNov 9, 1990w13000000.0w26904572.0w34166572
Harriet the Spyw69wJul 10, 1996w13000000.0w26570048.0w26570048
21 and Overw70wMar 1, 2013w13000000.0w25682380.0w42195766
The Mistw71wNov 21, 2007w13000000.0w25593755.0w57189408
Ex Machinaw72wApr 10, 2015w13000000.0w25440971.0w38358392
Being John Malkovichw73wOct 29, 1999w13000000.0w22858926.0w32382381
"Two Can Play That Game"w74wSep 7, 2001w13000000.0w22235901.0w22391450
Eye in the Skyw75wMar 11, 2016w13000000.0w18704596.0w35402802
Admissionw76wMar 22, 2013w13000000.0w18007317.0w18733666
"The Perks of Being a Wallflower"w77wSep 21, 2012w13000000.0w17742948.0w33069303
crazy/beautifulw78wJun 29, 2001w13000000.0w16929123.0w19929123
54w79wAug 28, 1998w13000000.0w16757163.0w16757163
Roomw80wOct 16, 2015w13000000.0w14677674.0w36262783
"Woodlawn"w81wOct 16, 2015w13000000.0w14394097.0w14403703
"Letters from Iwo Jima"w82wDec 20, 2006w13000000.0w13756082.0w67867998
MÃ¤n som hatar kvinnorw83wMay 29, 2009w13000000.0w12749992.0w109421911
The Astronaut Farmerw84wFeb 23, 2007w13000000.0w11003643.0w11141213
Dirty Workw85wJun 12, 1998w13000000.0w10020081.0w10020081
Bajrangi Bhaijaanw86wJul 17, 2015w13000000.0w8178001.0w121778347
Woow87wMay 8, 1998w13000000.0w8064972.0w8064972
Robinson Crusoew88wSep 9, 2016w13000000.0w8005586.0w42446455
Serial Momw89wApr 13, 1994w13000000.0w7881335.0w7881335
Dickw90wAug 4, 1999w13000000.0w6276869.0w6276869
Light It Upw91wNov 10, 1999w13000000.0w5871603.0w5871603
Bubble Boyw92wAug 24, 2001w13000000.0w5002310.0w5002310
Birthday Girlw93wFeb 1, 2002w13000000.0w4919896.0w8130727
Paris, je t'aimew94wMay 4, 2007w13000000.0w4857374.0w5175088
Ben is Backw95wDec 7, 2018w13000000.0w3703182.0w9633111
Resurrecting the Champw96wAug 24, 2007w13000000.0w3172382.0w3260555
Chloew97wMar 26, 2010w13000000.0w3075255.0w11831131
"The Widow of St. Pierre"w98wMar 2, 2001w13000000.0w3058380.0w3058380
Youthw99wDec 4, 2015w13000000.0w2703296.0w24001573
Faithfulw100wApr 5, 1996w13000000.0w2104439.0w2104439
Un ProphÃ¨tew1wFeb 26, 2010w13000000.0w2087720.0w19910624
I Love You, Phillip Morrisw2wDec 3, 2010w13000000.0w2037459.0w23014027
The Vatican Tapesw3wJul 24, 2015w13000000.0w1784763.0w14929184
Find Me Guiltyw4wMar 17, 2006w13000000.0w1173673.0w2898225
Excessive Forcew5wMay 14, 1993w13000000.0w1152117.0w1152117
Infamousw6wOct 13, 2006w13000000.0w1151330.0w2613717
Attack the Blockw7wJul 29, 2011w13000000.0w1024175.0w6459183
Brothersw8wAug 14, 2015w13000000.0w656688.0w17856688
The Claimw9wDec 29, 2000w13000000.0w622023.0w1375635
In The Land of Blood and Honeyw10wDec 23, 2011w13000000.0w303877.0w509193
The Killer Inside Mew11wJun 18, 2010w13000000.0w217277.0w3617277
Wombw12wMar 30, 2012w13000000.0w0.0w0
Rogue Cityw13wDec 31, 2019w13000000.0w0.0w0
The Callw14wMar 15, 2013w12800000.0w51872378.0w69821476
Operation Chromitew15wAug 5, 2016w12700000.0w1022720.0w49196532
The Dropw16wSep 12, 2014w12600000.0w10724389.0w19054534
The Crocodile Hunter: Collision Coursew17wJul 12, 2002w12500000.0w28436931.0w33436931
Machetew18wSep 3, 2010w12500000.0w26593646.0w46370970
"Antwone Fisher"w19wDec 19, 2002w12500000.0w21078145.0w23367586
La Guerre du feuw20wFeb 12, 1982w12500000.0w20959585.0w20959585
The Emperor's Clubw21wNov 22, 2002w12500000.0w14060950.0w16193713
True Romancew22wSep 10, 1993w12500000.0w12281000.0w12309980
"Sorority Row"w23wSep 11, 2009w12500000.0w11965282.0w26735797
Glengarry Glen Rossw24wSep 30, 1992w12500000.0w10725228.0w10725228
The Boy in the Striped Pyjamasw25wNov 7, 2008w12500000.0w9046156.0w44083403
Cat Peoplew26wApr 2, 1982w12500000.0w7000000.0w21000000
The Prisoner of Zendaw27wMay 25, 1979w12500000.0w7000000.0w7000000
Convictionw28wOct 15, 2010w12500000.0w6797696.0w11826980
Lars and the Real Girlw29wOct 12, 2007w12500000.0w5956480.0w11277119
Solitary Manw30wMay 21, 2010w12500000.0w4360548.0w4360548
Dancer in the Darkw31wSep 22, 2000w12500000.0w4157491.0w45557491
Casino Jackw32wDec 17, 2010w12500000.0w2039869.0w2272186
Oscar and Lucindaw33wDec 31, 1997w12500000.0w1612957.0w1612957
The Funeralw34wNov 1, 1996w12500000.0w1212799.0w1412799
Tae Guik Gi: The Brotherhood of Warw35wSep 3, 2004w12500000.0w1110186.0w69826708
The Perfect Gamew36wApr 16, 2010w12500000.0w1089445.0w3931367
The Paperboyw37wOct 5, 2012w12500000.0w677200.0w4027663
Ernest et Celestinew38wMar 1, 2013w12500000.0w292562.0w9376444
A Little Bit of Heavenw39wMay 4, 2012w12500000.0w10011.0w1100287
The Land Before Timew40wNov 18, 1988w12300000.0w48092846.0w81972846
"Jaws"w41wJun 20, 1975w12000000.0w260000000.0w470700000
The Exorcistw42wDec 26, 1973w12000000.0w230347346.0w428214478
The Fault in Our Starsw43wJun 6, 2014w12000000.0w124872350.0w307166834
American Piew44wJul 9, 1999w12000000.0w101800948.0w234723148
Think Like a Manw45wApr 20, 2012w12000000.0w91547205.0w113373764
Heaven is for Realw46wApr 16, 2014w12000000.0w91386097.0w100916299
The Golden Childw47wDec 12, 1986w12000000.0w79817937.0w79817937
Star Trek II: The Wrath of Khanw48wJun 4, 1982w12000000.0w78912963.0w95800000
Barbershopw49wSep 13, 2002w12000000.0w75781642.0w77063461
WarGamesw50wJun 3, 1983w12000000.0w74433837.0w74433837
Ace Ventura: Pet Detectivew51wFeb 4, 1994w12000000.0w72217396.0w107217396
Act of Valorw52wFeb 24, 2012w12000000.0w70012847.0w82497035
Witnessw53wFeb 8, 1985w12000000.0w65532576.0w65532576
Step Upw54wAug 11, 2006w12000000.0w65328121.0w110989157
Chroniclew55wFeb 3, 2012w12000000.0w64575175.0w123681790
Beavis and Butt-Head Do Americaw56wDec 20, 1996w12000000.0w63118386.0w63118386
Pattonw57wJan 1, 1970w12000000.0w62500000.0w62500000
Project Xw58wMar 2, 2012w12000000.0w54731865.0w103028188
Three Billboards Outside Ebbing, Missouriw59wNov 10, 2017w12000000.0w54513740.0w160191915
Lionw60wNov 25, 2016w12000000.0w51739495.0w149570720
Overboardw61wMay 4, 2018w12000000.0w50316123.0w85369830
"Jackie Brown"w62wDec 25, 1997w12000000.0w39673162.0w74727492
Yentlw63wNov 18, 1983w12000000.0w39012241.0w39012241
Harold & Kumar Escape from Guantanamo Bayw64wApr 25, 2008w12000000.0w38108728.0w43353117
Philomenaw65wNov 22, 2013w12000000.0w37709979.0w98963392
Time Banditsw66wNov 6, 1981w12000000.0w37400000.0w37400000
Crossroadsw67wFeb 15, 2002w12000000.0w37188667.0w57000000
"Paper Towns"w68wJul 24, 2015w12000000.0w32000304.0w85450484
Quarantinew69wOct 10, 2008w12000000.0w31691811.0w41924774
One Hour Photow70wAug 21, 2002w12000000.0w31597131.0w52223306
The Eyew71wFeb 1, 2008w12000000.0w31418697.0w57577765
Johnson Family Vacationw72wApr 7, 2004w12000000.0w31203964.0w31286759
"How High"w73wDec 21, 2001w12000000.0w31155435.0w31222395
Spartacusw74wOct 7, 1960w12000000.0w30000000.0w60000000
Crankw75wSep 1, 2006w12000000.0w27838408.0w43924923
The Muppet Christmas Carolw76wDec 11, 1992w12000000.0w27281507.0w27492918
Hell or High Waterw77wAug 12, 2016w12000000.0w27007844.0w37584304
Fridaw78wOct 25, 2002w12000000.0w25885000.0w56131239
Katy Perry: Part of Mew79wJul 5, 2012w12000000.0w25326071.0w32700439
Top Fivew80wDec 12, 2014w12000000.0w25317379.0w26001741
Roundersw81wSep 11, 1998w12000000.0w22921898.0w22921898
Casino Royalew82wApr 28, 1967w12000000.0w22744718.0w41744718
Prophecyw83wJun 15, 1979w12000000.0w22673340.0w22673340
Project Almanacw84wJan 30, 2015w12000000.0w22348241.0w32909437
Just Wrightw85wMay 14, 2010w12000000.0w21540363.0w21867665
Stir of Echoesw86wSep 10, 1999w12000000.0w21133087.0w21133087
Tales from the Crypt: Demon Knightw87wJan 13, 1995w12000000.0w21089146.0w21089146
The Boys from Brazilw88wJan 1, 1978w12000000.0w19000000.0w19000000
The Upside of Angerw89wMar 11, 2005w12000000.0w18761993.0w28915761
Aquamarinew90wMar 3, 2006w12000000.0w18597342.0w22978953
Nebraskaw91wNov 15, 2013w12000000.0w17654912.0w24761360
My Baby's Daddyw92wJan 9, 2004w12000000.0w17321573.0w17322212
Max Keeble's Big Movew93wOct 5, 2001w12000000.0w17292381.0w17292381
Young Adultw94wDec 9, 2011w12000000.0w16311571.0w22750356
About Timew95wNov 1, 2013w12000000.0w15323921.0w89309178
If Beale Street Could Talkw96wDec 14, 2018w12000000.0w14915773.0w19859167
Wish Uponw97wJul 14, 2017w12000000.0w14301505.0w23477345
"Def Jam's How To Be a Player"w98wAug 6, 1997w12000000.0w14010363.0w14010363
Living Out Loudw99wOct 30, 1998w12000000.0w12905901.0w12905901
Rachel Getting Marriedw100wOct 3, 2008w12000000.0w12796861.0w17475475
"The Postman Always Rings Twice"w1wMar 20, 1981w12000000.0w12200000.0w44200000
"Girl with a Pearl Earring"w2wDec 12, 2003w12000000.0w11634362.0w43274797
Das Bootw3wFeb 10, 1982w12000000.0w11487676.0w84970337
Unforgettablew4wApr 21, 2017w12000000.0w11368012.0w16221211
House of Flying Daggersw5wDec 3, 2004w12000000.0w11050094.0w92863945
Sorority Boysw6wMar 22, 2002w12000000.0w10198766.0w12516222
Marshallw7wOct 13, 2017w12000000.0w10051659.0w10116816
Cadillac Recordsw8wDec 5, 2008w12000000.0w8195551.0w8942516
Arbitragew9wSep 14, 2012w12000000.0w7919574.0w35830713
The Alamow10wOct 24, 1960w12000000.0w7900000.0w7900000
"Screwed"w11wMay 12, 2000w12000000.0w6982680.0w6982680
Running With Scissorsw12wOct 20, 2006w12000000.0w6860000.0w8706701
Fortressw13wSep 3, 1993w12000000.0w6730578.0w46730578
For Greater Glory: The True Story of Cristiadaw14wJun 1, 2012w12000000.0w5669081.0w10026255
For Your Considerationw15wNov 17, 2006w12000000.0w5549923.0w5549923
Celebrityw16wNov 20, 1998w12000000.0w5078660.0w6200000
From Justin to Kellyw17wJun 20, 2003w12000000.0w4922166.0w4922166
Invaders from Marsw18wJun 6, 1986w12000000.0w4884663.0w4984663
Girl 6w19wMar 22, 1996w12000000.0w4880941.0w4880941
In the Cutw20wOct 22, 2003w12000000.0w4717455.0w23693646
Charlie Bartlettw21wFeb 22, 2008w12000000.0w3950294.0w5295909
"Two Lovers"w22wFeb 13, 2009w12000000.0w3149034.0w16349034
La grande bellezzaw23wNov 15, 2013w12000000.0w2883879.0w29549145
Last Ordersw24wFeb 15, 2002w12000000.0w2326407.0w2326407
"Gwoemul"w25wMar 9, 2007w12000000.0w2201923.0w92618117
The Pursuit of D.B. Cooperw26wNov 13, 1981w12000000.0w2104164.0w2104164
Ravenousw27wMar 19, 1999w12000000.0w2062406.0w2062406
The Dangerous Lives of Altar Boysw28wJun 14, 2002w12000000.0w1779284.0w1779284
Stokerw29wMar 1, 2013w12000000.0w1703125.0w12034913
Married Lifew30wMar 7, 2008w12000000.0w1506998.0w2975188
2046w31wAug 5, 2005w12000000.0w1442338.0w19287485
Kill the Irishmanw32wMar 11, 2011w12000000.0w1188194.0w1188194
Dumaw33wSep 30, 2005w12000000.0w870067.0w994790
Darling Companionw34wApr 20, 2012w12000000.0w793352.0w1200346
Ondinew35wJun 4, 2010w12000000.0w550472.0w557545
Brotherw36wJul 20, 2001w12000000.0w450594.0w450594
"Welcome to Collinwood"w37wOct 4, 2002w12000000.0w378650.0w4606284
Life Before Her Eyesw38wApr 18, 2008w12000000.0w303439.0w7203439
Critical Carew39wOct 31, 1997w12000000.0w220175.0w220175
Tradew40wSep 28, 2007w12000000.0w214202.0w1513388
Fatelessw41wJan 6, 2006w12000000.0w196857.0w196857
San qiang pai an jing qiw42wSep 3, 2010w12000000.0w190946.0w310946
Breakfast of Championsw43wSep 17, 1999w12000000.0w178287.0w178287
Company Manw44wMar 9, 2001w12000000.0w146028.0w622273
Nanjing! Nanjing!w45wNov 7, 2009w12000000.0w122558.0w20122558
Trashw46wOct 9, 2015w12000000.0w17484.0w6553186
5 Days of Warw47wAug 19, 2011w12000000.0w17479.0w87793
10 Days in a Madhousew48wNov 11, 2015w12000000.0w14616.0w14616
1612w49wApr 7, 2009w12000000.0w0.0w5400624
San cheng jiw50wDec 31, 2015w12000000.0w0.0w1950194
Tu Xia Chuan Qiw51wDec 31, 2011w12000000.0w0.0w1828400
Trianglew52wFeb 10, 2010w12000000.0w0.0w1594955
Supesu Batorushippu Yamatow53wOct 19, 2013w12000000.0w0.0w0
Drive Hardw54wOct 3, 2014w12000000.0w0.0w0
Dancin' It's Onw55wOct 30, 2015w12000000.0w0.0w0
Homew56wJun 5, 2009w12000000.0w0.0w0
The Dressmakerw57wSep 23, 2016w11900000.0w2022115.0w24041617
Diamondsw58wDec 10, 1999w11900000.0w81897.0w81897
Madadayow59wMar 20, 1998w11900000.0w48856.0w48856
Carolw60wNov 20, 2015w11800000.0w12711491.0w42843521
Pet Semataryw61wApr 21, 1989w11500000.0w57469179.0w57469179
Dirty Grandpaw62wJan 22, 2016w11500000.0w35593113.0w105078449
"The Cry of the Owl"w63wNov 27, 2009w11500000.0w0.0w0
St. Trinianâsw64wOct 9, 2009w11400000.0w15000.0w29830239
"Star Wars Ep. IV: A New Hope"w65wMay 25, 1977w11000000.0w460998007.0w786598007
Gremlinsw66wJun 8, 1984w11000000.0w148168459.0w148199515
Doctor Zhivagow67wDec 22, 1965w11000000.0w111897830.0w112036323
The Fighterw68wDec 10, 2010w11000000.0w93617009.0w129262388
High School Musical 3: Senior Yearw69wOct 24, 2008w11000000.0w90559416.0w274392880
Fried Green Tomatoesw70wDec 27, 1991w11000000.0w81204830.0w81204830
"Jackass: Number Two"w71wSep 22, 2006w11000000.0w72778712.0w85278712
My Cousin Vinnyw72wMar 13, 1992w11000000.0w52929168.0w52929168
If I Stayw73wAug 22, 2014w11000000.0w50474843.0w78356170
Major Leaguew74wApr 7, 1989w11000000.0w49793054.0w49793054
Phone Boothw75wApr 4, 2003w11000000.0w46566212.0w97837138
A Walk to Rememberw76wJan 25, 2002w11000000.0w41227069.0w46060861
Dead Man Walkingw77wDec 29, 1995w11000000.0w39387284.0w83088295
Cruel Intentionsw78wMar 5, 1999w11000000.0w38665260.0w76238901
Brooklynw79wNov 4, 2015w11000000.0w38322743.0w62076141
The Secret Life of Beesw80wOct 17, 2008w11000000.0w37780486.0w39994347
Woman in Goldw81wApr 1, 2015w11000000.0w33307793.0w58586407
History of the World: Part Iw82wJun 12, 1981w11000000.0w31672000.0w31672000
I, Tonyaw83wDec 8, 2017w11000000.0w30014534.0w53797409
"Saw VI"w84wOct 23, 2009w11000000.0w27693292.0w69752402
Corky Romanow85wOct 12, 2001w11000000.0w23978402.0w25116103
Fighting With My Familyw86wFeb 14, 2019w11000000.0w22958583.0w39049922
Raising Cainw87wAug 7, 1992w11000000.0w21171695.0w21171695
F.I.S.Tw88wApr 13, 1978w11000000.0w20388920.0w20388920
Barry Lyndonw89wJan 1, 1975w11000000.0w20000000.0w20169934
Quartetw90wJan 11, 2013w11000000.0w18388357.0w56178935
Out Coldw91wNov 21, 2001w11000000.0w13906394.0w14786394
The Ladies Manw92wOct 13, 2000w11000000.0w13592872.0w13719474
Tomcatsw93wMar 30, 2001w11000000.0w13558739.0w13558739
"Inside Llewyn Davis"w94wDec 6, 2013w11000000.0w13248209.0w32943247
Frailtyw95wApr 12, 2002w11000000.0w13110448.0w19947280
Army of Darknessw96wFeb 19, 1993w11000000.0w11502976.0w21502976
Kinseyw97wNov 12, 2004w11000000.0w10214647.0w17443529
Peeplesw98wMay 10, 2013w11000000.0w9177065.0w9307166
What's Eating Gilbert Grapew99wDec 25, 1993w11000000.0w9170214.0w9170214
Sultanw100wJul 6, 2016w11000000.0w5599781.0w72989781
Slackersw1wFeb 1, 2002w11000000.0w4814244.0w5942218
The Gospel of Johnw2wSep 26, 2003w11000000.0w4068087.0w4234355
